item;description;procedure;units;units_specification;value_cent;anaesthetic_units;anaesthetic_units_specification;anaesthetic_value_cent;category;sub_category;sub_sub_category;sub_sub_sub_category;note;tariff
1527;Total parotidectomy.;;31580;;545357;500;T ;45624;8 DIGESTIVE SYSTEM;8.4 Palate, uvula and salivary glands;;;;namaf_orthopaedic_surgeons_2019
1529;Extracapsular Parotidectomy;;30000;;518068;500;T ;45624;8 DIGESTIVE SYSTEM;8.4 Palate, uvula and salivary glands;;;;namaf_orthopaedic_surgeons_2019
1531;Drainage of parotid abscess.;;2500;;43177;400;T ;36499;8 DIGESTIVE SYSTEM;8.4 Palate, uvula and salivary glands;;;;namaf_orthopaedic_surgeons_2019
1533;Closure of salivary fistula.;;9100;;157150;400;T ;36499;8 DIGESTIVE SYSTEM;8.4 Palate, uvula and salivary glands;;;;namaf_orthopaedic_surgeons_2019
1535;Dilatation of salivary duct.;;1000;;17273;400;T ;36499;8 DIGESTIVE SYSTEM;8.4 Palate, uvula and salivary glands;;;;namaf_orthopaedic_surgeons_2019
1537;Operative removal of salivary calculus.;;5500;;94985;400;T ;36499;8 DIGESTIVE SYSTEM;8.4 Palate, uvula and salivary glands;;;;namaf_orthopaedic_surgeons_2019
1539;Meatotomy: Salivary duct.;;2000;;34535;400;T ;36499;8 DIGESTIVE SYSTEM;8.4 Palate, uvula and salivary glands;;;;namaf_orthopaedic_surgeons_2019
1541;Branchial cyst and/or fistula: Excision.;;14000;;241766;500;T ;45624;8 DIGESTIVE SYSTEM;8.4 Palate, uvula and salivary glands;;;;namaf_orthopaedic_surgeons_2019
1543;Excision of cystic hygroma;;14000;;241766;500;T ;45624;8 DIGESTIVE SYSTEM;8.4 Palate, uvula and salivary glands;;;;namaf_orthopaedic_surgeons_2019
1544;Ludwig's Angina: Drainage;;4200;;72533;900;T ;82134;8 DIGESTIVE SYSTEM;8.4 Palate, uvula and salivary glands;;;;namaf_orthopaedic_surgeons_2019
1545;Oesophagoscopy with rigid instrument: First and subsequent;;4700;;81164;400;T ;36499;8 DIGESTIVE SYSTEM;8.5 Oesophagus;;;;namaf_orthopaedic_surgeons_2019
1547;Oesophageal acid perfusion test;;1500;;25904;0;;0;8 DIGESTIVE SYSTEM;8.5 Oesophagus;;;;namaf_orthopaedic_surgeons_2019
1549;Oesophagoscopy with dilatation of stricture.;;7000;;120888;400;T ;36499;8 DIGESTIVE SYSTEM;8.5 Oesophagus;;;;namaf_orthopaedic_surgeons_2019
1550;With removal of foreign body.;;7000;;120888;400;T ;36499;8 DIGESTIVE SYSTEM;8.5 Oesophagus;;;;namaf_orthopaedic_surgeons_2019
1551;With insertion of indwelling oesophageal tube.;;8000;;138151;400;T ;36499;8 DIGESTIVE SYSTEM;8.5 Oesophagus;;;;namaf_orthopaedic_surgeons_2019
1552;Injection of oesophageal varices (endoscopy inclusive);;8000;;138151;400;T ;36499;8 DIGESTIVE SYSTEM;8.5 Oesophagus;;;;namaf_orthopaedic_surgeons_2019
1553;Subsequent injection of oesophageal varices (endoscopy inclusive).;;6500;;112247;400;T ;36499;8 DIGESTIVE SYSTEM;8.5 Oesophagus;;;;namaf_orthopaedic_surgeons_2019
1554;Per-oral small bowel biopsy.;;2500;;43177;400;T ;36499;8 DIGESTIVE SYSTEM;8.5 Oesophagus;;;;namaf_orthopaedic_surgeons_2019
1555;Repair of tracheal oesophageal fistula and oesophageal atresia.;;40000;;690764;1500;T ;136883;8 DIGESTIVE SYSTEM;8.5 Oesophagus;;;;namaf_orthopaedic_surgeons_2019
1557;Oesophageal dilatation.;;4000;;69081;400;T ;36499;8 DIGESTIVE SYSTEM;8.5 Oesophagus;;;;namaf_orthopaedic_surgeons_2019
1559;Two stage.;OESOPHAGECTOMY  ;50000;;863449;1100;T ;100384;8 DIGESTIVE SYSTEM;8.5 Oesophagus;;;;namaf_orthopaedic_surgeons_2019
1560;Three stage.;OESOPHAGECTOMY  ;55000;;949792;1100;T ;100384;8 DIGESTIVE SYSTEM;8.5 Oesophagus;;;;namaf_orthopaedic_surgeons_2019
1561;Thoraco-abdominal oesophagogastrectomy;OESOPHAGECTOMY  ;50000;;863449;1100;T ;100384;8 DIGESTIVE SYSTEM;8.5 Oesophagus;;;;namaf_orthopaedic_surgeons_2019
1563;With anti-reflux procedure.;HIATUS HERNIA AND DIAPHRAGMATIC  HERNIA REPAIR ;30000;;518068;1100;T ;100384;8 DIGESTIVE SYSTEM;8.5 Oesophagus;;;;namaf_orthopaedic_surgeons_2019
1565;With Collis Nissen oesophageal lengthening procedure;HIATUS HERNIA AND DIAPHRAGMATIC  HERNIA REPAIR ;35000;;604421;1100;T ;100384;8 DIGESTIVE SYSTEM;8.5 Oesophagus;;;;namaf_orthopaedic_surgeons_2019
1566;Private fee: Gastroplasty.;HIATUS HERNIA AND DIAPHRAGMATIC  HERNIA REPAIR ;32500;;561244;800;T ;73009;8 DIGESTIVE SYSTEM;8.5 Oesophagus;;;;namaf_orthopaedic_surgeons_2019
1567;Bochdalek hernia repair in newborn.;HIATUS HERNIA AND DIAPHRAGMATIC  HERNIA REPAIR ;25000;;431725;1400;T ;127758;8 DIGESTIVE SYSTEM;8.5 Oesophagus;;;;namaf_orthopaedic_surgeons_2019
1568;Hiatus hernia and diaphragmatic repair: Revision after previous repair.;HIATUS HERNIA AND DIAPHRAGMATIC  HERNIA REPAIR ;37500;;647587;1100;T ;100384;8 DIGESTIVE SYSTEM;8.5 Oesophagus;;;;namaf_orthopaedic_surgeons_2019
1569;Heller's operation.;HIATUS HERNIA AND DIAPHRAGMATIC  HERNIA REPAIR ;25000;;431725;1400;T ;127758;8 DIGESTIVE SYSTEM;8.5 Oesophagus;;;;namaf_orthopaedic_surgeons_2019
1575;Insertion of indwelling oesophageal tube - laparotomy;HIATUS HERNIA AND DIAPHRAGMATIC  HERNIA REPAIR ;14200;;245219;600;T ;54749;8 DIGESTIVE SYSTEM;8.5 Oesophagus;;;;namaf_orthopaedic_surgeons_2019
1578;Oesophageal motility (4 channel + pneumograph);HIATUS HERNIA AND DIAPHRAGMATIC  HERNIA REPAIR ;10000;;172686;400;T ;36499;8 DIGESTIVE SYSTEM;8.5 Oesophagus;;;;namaf_orthopaedic_surgeons_2019
1579;Oesophageal substitution (without oesophagectomy) using colon, small bowel or stomach;HIATUS HERNIA AND DIAPHRAGMATIC  HERNIA REPAIR ;40000;;690764;1100;T ;100384;8 DIGESTIVE SYSTEM;8.5 Oesophagus;;;;namaf_orthopaedic_surgeons_2019
1580;Oesophageal motility (6 Channel + pneumograph + pH pull-through);HIATUS HERNIA AND DIAPHRAGMATIC  HERNIA REPAIR ;11000;;189958;400;T ;36499;8 DIGESTIVE SYSTEM;8.5 Oesophagus;;;;namaf_orthopaedic_surgeons_2019
1581;Removal of benign oesophageal tumours.;HIATUS HERNIA AND DIAPHRAGMATIC  HERNIA REPAIR ;28500;;492164;1100;T ;100384;8 DIGESTIVE SYSTEM;8.5 Oesophagus;;;;namaf_orthopaedic_surgeons_2019
1582;Oesophageal motility (4 or 6 channel + pneumograph - ECG + provocative tests for oesophageal spasm vs. myocardial ischaemia);HIATUS HERNIA AND DIAPHRAGMATIC  HERNIA REPAIR ;15000;;259039;400;T ;36499;8 DIGESTIVE SYSTEM;8.5 Oesophagus;;;;namaf_orthopaedic_surgeons_2019
1583;Excision of intrathoracic oesophageal diverticulum.;HIATUS HERNIA AND DIAPHRAGMATIC  HERNIA REPAIR ;25000;;431725;1100;T ;100384;8 DIGESTIVE SYSTEM;8.5 Oesophagus;;;;namaf_orthopaedic_surgeons_2019
1584;24 Hour oesophageal pH studies: Hire fee (Item 0201 applicable for pro-rata of probe: 50 examinations per glass electrode pH probe and 10 examinations per antimone pH probe).;HIATUS HERNIA AND DIAPHRAGMATIC  HERNIA REPAIR ;5500;;94985;0;;0;8 DIGESTIVE SYSTEM;8.5 Oesophagus;;;;namaf_orthopaedic_surgeons_2019
1585;24 Hour oesophageal pH studies: Interpretation;HIATUS HERNIA AND DIAPHRAGMATIC  HERNIA REPAIR ;2700;;46629;0;;0;8 DIGESTIVE SYSTEM;8.5 Oesophagus;;;;namaf_orthopaedic_surgeons_2019
1587;Upper gastro-intestinal fibre-optic endoscopy - Hospital equipment;;4875;;84190;400;T ;36499;8 DIGESTIVE SYSTEM;8.6 Stomach;;;;namaf_orthopaedic_surgeons_2019
1588;Plus polypectomy: ADD to Upper gastro-intestinal fiber-optic endoscopy (Item1587);;0;+ ;43177;400;T ;36499;8 DIGESTIVE SYSTEM;8.6 Stomach;;;;namaf_orthopaedic_surgeons_2019
1589;Endoscopic control of gatrointestinal haemorrhage from upper gastrointestinal tact, intestines or large bowel by injection of vasoconstrictors and/or schleroses (endoscopic haemostasis) to be added to gastroscopy (item 1587) or colonoscopy (item 1653);;0;+ ;58713;600;T ;54749;8 DIGESTIVE SYSTEM;8.6 Stomach;;;;namaf_orthopaedic_surgeons_2019
1591;Plus removal of foreign bodies (stomach);;0;+ ;43177;400;T ;36499;8 DIGESTIVE SYSTEM;8.6 Stomach;;;;namaf_orthopaedic_surgeons_2019
1592;Upper gastro-intestinal fibre-optic endoscopy with Radiofrequency Therapy - Hospital equipment (includes initial and post-therapy endoscopy);;7375;;127356;400;T ;73009;8 DIGESTIVE SYSTEM;8.6 Stomach;;;;namaf_orthopaedic_surgeons_2019
1593;Augmented histamine test: Gastric intubation with x-ray screening.;;500;;8631;0;;0;8 DIGESTIVE SYSTEM;8.6 Stomach;;;;namaf_orthopaedic_surgeons_2019
1597;Gastrostomy or Gastrotomy;;12990;;224323;600;T ;54749;8 DIGESTIVE SYSTEM;8.6 Stomach;;;;namaf_orthopaedic_surgeons_2019
1598;Gastrotomy with suture repair of bleeding ulcer;;22130;;382165;800;T ;73009;8 DIGESTIVE SYSTEM;8.6 Stomach;;;;namaf_orthopaedic_surgeons_2019
1599;Pyloromyotomy (Rammstedt).;;11600;;200316;600;T ;54749;8 DIGESTIVE SYSTEM;8.6 Stomach;;;;namaf_orthopaedic_surgeons_2019
1601;Local excision of ulcer or benign neoplasm;;17230;;297549;600;T ;54749;8 DIGESTIVE SYSTEM;8.6 Stomach;;;;namaf_orthopaedic_surgeons_2019
1603;Abdominal.;VAGOTOMY;15000;;259039;600;T ;54749;8 DIGESTIVE SYSTEM;8.6 Stomach;;;;namaf_orthopaedic_surgeons_2019
1604;Thoracic.;VAGOTOMY;15000;;259039;1100;T ;100384;8 DIGESTIVE SYSTEM;8.6 Stomach;;;;namaf_orthopaedic_surgeons_2019
1605;Truncal or selective with drainage procedures.;VAGOTOMY;25000;;431725;600;T ;54749;8 DIGESTIVE SYSTEM;8.6 Stomach;;;;namaf_orthopaedic_surgeons_2019
1607;Vagotomy and antrectomy;VAGOTOMY;32000;;552613;600;T ;54749;8 DIGESTIVE SYSTEM;8.6 Stomach;;;;namaf_orthopaedic_surgeons_2019
1609;Highly selective vagotomy.;VAGOTOMY;25000;;431725;600;T ;54749;8 DIGESTIVE SYSTEM;8.6 Stomach;;;;namaf_orthopaedic_surgeons_2019
1611;Pyloroplasty.;VAGOTOMY;15870;;274064;600;T ;54749;8 DIGESTIVE SYSTEM;8.6 Stomach;;;;namaf_orthopaedic_surgeons_2019
1613;Gastroenterostomy;VAGOTOMY;17930;;309632;600;T ;54749;8 DIGESTIVE SYSTEM;8.6 Stomach;;;;namaf_orthopaedic_surgeons_2019
1615;Suture of perforated gastric or duodenal ulcer or wound or injury;VAGOTOMY;20000;;345382;700;T ;63884;8 DIGESTIVE SYSTEM;8.6 Stomach;;;;namaf_orthopaedic_surgeons_2019
1617;Partial gastrectomy.;VAGOTOMY;30000;;518068;700;T ;63884;8 DIGESTIVE SYSTEM;8.6 Stomach;;;;namaf_orthopaedic_surgeons_2019
1619;Total gastrectomy;VAGOTOMY;38860;;671072;700;T ;63884;8 DIGESTIVE SYSTEM;8.6 Stomach;;;;namaf_orthopaedic_surgeons_2019
1621;Revision of gastrectomy or gastro-enterostomy.;VAGOTOMY;37500;;647587;700;T ;63884;8 DIGESTIVE SYSTEM;8.6 Stomach;;;;namaf_orthopaedic_surgeons_2019
1625;Gastro-oesophageal operation for portal hypertension (Tanner);VAGOTOMY;37500;;647587;1100;T ;100384;8 DIGESTIVE SYSTEM;8.6 Stomach;;;;namaf_orthopaedic_surgeons_2019
1626;Endoscopic examination of the small bowel beyond the duodenojejunal flexure with biopsy with or without polypectomy with or without arrest of haemorrhage (enteroscopy);;12000;;207231;600;T ;54749;8 DIGESTIVE SYSTEM;8.7 Duodenum ;;;;namaf_orthopaedic_surgeons_2019
1627;Duodenal intubation (under X-ray screening);;800;;13820;0;;0;8 DIGESTIVE SYSTEM;8.7 Duodenum ;;;;namaf_orthopaedic_surgeons_2019
1629;Duodenal intubation with biliary drainage after gall bladder stimulation;;2100;;36261;0;;0;8 DIGESTIVE SYSTEM;8.7 Duodenum ;;;;namaf_orthopaedic_surgeons_2019
1631;Duodenal intubation: Under three years;;1500;;25904;0;;0;8 DIGESTIVE SYSTEM;8.7 Duodenum ;;;;namaf_orthopaedic_surgeons_2019
1632;H2 breath test (intestines);;900;;15547;0;;0;8 DIGESTIVE SYSTEM;8.7 Duodenum ;;;;namaf_orthopaedic_surgeons_2019
1633;Complete test using lactose or lactulose.;;2700;;46629;0;;0;8 DIGESTIVE SYSTEM;8.8 Intestines;;;;namaf_orthopaedic_surgeons_2019
1634;Enterotomy or Enterostomy.;;17850;;308247;600;T ;54749;8 DIGESTIVE SYSTEM;8.8 Intestines;;;;namaf_orthopaedic_surgeons_2019
1635;Intestinal obstruction of the newborn.;;24000;;414452;700;T ;63884;8 DIGESTIVE SYSTEM;8.8 Intestines;;;;namaf_orthopaedic_surgeons_2019
1637;Operation for relief of intestinal obstruction;;23000;;397190;700;T ;63884;8 DIGESTIVE SYSTEM;8.8 Intestines;;;;namaf_orthopaedic_surgeons_2019
1639;Resection of small bowel with enterostomy or anastomosis;;23000;;397190;600;T ;54749;8 DIGESTIVE SYSTEM;8.8 Intestines;;;;namaf_orthopaedic_surgeons_2019
1641;Entero-enterostomy or entero-colostomy for bypass;;18770;;324135;600;T ;54749;8 DIGESTIVE SYSTEM;8.8 Intestines;;;;namaf_orthopaedic_surgeons_2019
1642;Gastrointestinal tract imaging, intraluminal (e.g. video capsule endoscopy): Hire fee (item 0201 applicable for video capsule - disposable single patient use) (Please note: All patients should have had a normal gastroscopy and colonoscopy);;8388;;144853;0;;0;8 DIGESTIVE SYSTEM;8.8 Intestines;;;;namaf_orthopaedic_surgeons_2019
1643;Gastrointestinal tract imaging, intraluminal (e.g. video capsule endoscopy), oesophagus through ileum: Doctor interpretation and report;;9000;;155423;0;;0;8 DIGESTIVE SYSTEM;8.8 Intestines;;;;namaf_orthopaedic_surgeons_2019
1645;Suture of intestine (small or large): Perforated ulcer, wound or injury;;16310;;281661;600;T ;54749;8 DIGESTIVE SYSTEM;8.8 Intestines;;;;namaf_orthopaedic_surgeons_2019
1647;Closure of intestinal fistula;;25800;;445545;600;T ;54749;8 DIGESTIVE SYSTEM;8.8 Intestines;;;;namaf_orthopaedic_surgeons_2019
1649;Excision of Meckel's diverticulum;;15840;;273541;600;T ;54749;8 DIGESTIVE SYSTEM;8.8 Intestines;;;;namaf_orthopaedic_surgeons_2019
1651;Excision of lesion of mesentery.;;15120;;261106;400;T ;36499;8 DIGESTIVE SYSTEM;8.8 Intestines;;;;namaf_orthopaedic_surgeons_2019
1652;Laparotomy for mesenteric thrombosis;;30000;;518068;800;T ;73009;8 DIGESTIVE SYSTEM;8.8 Intestines;;;;namaf_orthopaedic_surgeons_2019
1653;Total colonoscopy: With hospital equipment;TOTAL FIBRE-OPTIC COLONOSCOPY;12000;;207231;400;T ;36499;8 DIGESTIVE SYSTEM;8.8 Intestines;;;;namaf_orthopaedic_surgeons_2019
1654;Plus removal of polyps: ADD to colonoscopy (Item 1653);TOTAL FIBRE-OPTIC COLONOSCOPY;0;+ ;51808;400;T ;36499;8 DIGESTIVE SYSTEM;8.8 Intestines;;;;namaf_orthopaedic_surgeons_2019
1656;Left sided fibre-optic colonoscopy.;TOTAL FIBRE-OPTIC COLONOSCOPY;8000;;138151;400;T ;36499;8 DIGESTIVE SYSTEM;8.8 Intestines;;;;namaf_orthopaedic_surgeons_2019
1657;Right or left hemicolectomy or segmental colectomy.;TOTAL FIBRE-OPTIC COLONOSCOPY;32500;;561244;600;T ;54749;8 DIGESTIVE SYSTEM;8.8 Intestines;;;;namaf_orthopaedic_surgeons_2019
1658;Reconstruction of colon after Hartman's procedure;TOTAL FIBRE-OPTIC COLONOSCOPY;31660;;546742;600;T ;54749;8 DIGESTIVE SYSTEM;8.8 Intestines;;;;namaf_orthopaedic_surgeons_2019
1661;Colotomy: Including removal of tumour or foreign body.;TOTAL FIBRE-OPTIC COLONOSCOPY;18120;;312914;600;T ;54749;8 DIGESTIVE SYSTEM;8.8 Intestines;;;;namaf_orthopaedic_surgeons_2019
1663;Total colectomy.;TOTAL FIBRE-OPTIC COLONOSCOPY;39000;;673491;600;T ;54749;8 DIGESTIVE SYSTEM;8.8 Intestines;;;;namaf_orthopaedic_surgeons_2019
1665;Colostomy or ileostomy isolated procedure.;TOTAL FIBRE-OPTIC COLONOSCOPY;20590;;355569;600;T ;54749;8 DIGESTIVE SYSTEM;8.8 Intestines;;;;namaf_orthopaedic_surgeons_2019
1666;Continent ileostomy pouch (all types).;TOTAL FIBRE-OPTIC COLONOSCOPY;30000;;518068;600;T ;54749;8 DIGESTIVE SYSTEM;8.8 Intestines;;;;namaf_orthopaedic_surgeons_2019
1667;Colostomy Closure;TOTAL FIBRE-OPTIC COLONOSCOPY;15780;;272508;500;T ;45624;8 DIGESTIVE SYSTEM;8.8 Intestines;;;;namaf_orthopaedic_surgeons_2019
1668;Revision of ileostomy pouch;TOTAL FIBRE-OPTIC COLONOSCOPY;37500;;647587;600;T ;54749;8 DIGESTIVE SYSTEM;8.8 Intestines;;;;namaf_orthopaedic_surgeons_2019
1669;Total proctocolectomy and ileostomy.;TOTAL FIBRE-OPTIC COLONOSCOPY;48000;;828914;700;T ;63884;8 DIGESTIVE SYSTEM;8.8 Intestines;;;;namaf_orthopaedic_surgeons_2019
1670;Proctocolectomy, ileostomy and ileostomy pouch;TOTAL FIBRE-OPTIC COLONOSCOPY;54000;;932530;700;T ;63884;8 DIGESTIVE SYSTEM;8.8 Intestines;;;;namaf_orthopaedic_surgeons_2019
1671;Colomyotomy (Reilly operation);TOTAL FIBRE-OPTIC COLONOSCOPY;18500;;319478;600;T ;54749;8 DIGESTIVE SYSTEM;8.8 Intestines;;;;namaf_orthopaedic_surgeons_2019
1673;Drainage of appendix abscess;;15000;;259039;500;T ;45624;8 DIGESTIVE SYSTEM;8.9 Appendix;;;;namaf_orthopaedic_surgeons_2019
1675;Appendicectomy.;;14090;;243322;400;T ;36499;8 DIGESTIVE SYSTEM;8.9 Appendix;;;;namaf_orthopaedic_surgeons_2019
1676;Fibre-optic sigmoidoscopy including rectum and anus: Hospital equipment;;4875;;84190;300;T ;27374;8 DIGESTIVE SYSTEM;8.10 Rectum and anus;;;;namaf_orthopaedic_surgeons_2019
1677;Sigmoidoscopy: First and subsequent, with or without biopsy;;1300;;22451;300;T ;27374;8 DIGESTIVE SYSTEM;8.10 Rectum and anus;;;;namaf_orthopaedic_surgeons_2019
1678;Plus polypectomy: ADD to sigmoidoscopy (Item 1676).;;0;+ ;43177;300;T ;27374;8 DIGESTIVE SYSTEM;8.10 Rectum and anus;;;;namaf_orthopaedic_surgeons_2019
1679;Sigmoidoscopy with removal of polyps, first and subsequent;;3000;;51808;300;T ;27374;8 DIGESTIVE SYSTEM;8.10 Rectum and anus;;;;namaf_orthopaedic_surgeons_2019
1681;First time.;PROCTOSCOPY WITH REMOVAL OF POLYPS ;2100;;36261;300;T ;27374;8 DIGESTIVE SYSTEM;8.10 Rectum and anus;;;;namaf_orthopaedic_surgeons_2019
1683;Subsequent times.;PROCTOSCOPY WITH REMOVAL OF POLYPS ;1500;;25904;300;T ;27374;8 DIGESTIVE SYSTEM;8.10 Rectum and anus;;;;namaf_orthopaedic_surgeons_2019
1684;Sigmoidoscopy with Radiofrequency Therapy (including initial and post treatment follow-up sigmoidoscopy) - Hospital equipment;PROCTOSCOPY WITH REMOVAL OF POLYPS ;7875;;135998;300;T ;27374;8 DIGESTIVE SYSTEM;8.10 Rectum and anus;;;;namaf_orthopaedic_surgeons_2019
1685;Endoscopic fulguration of tumour.;PROCTOSCOPY WITH REMOVAL OF POLYPS ;5000;;86343;400;T ;36499;8 DIGESTIVE SYSTEM;8.10 Rectum and anus;;;;namaf_orthopaedic_surgeons_2019
1687;Anterior resection of rectum performed for carcinoma of rectum including excision of any part of proximal colon necessary;PROCTOSCOPY WITH REMOVAL OF POLYPS ;35590;;614608;600;T ;54749;8 DIGESTIVE SYSTEM;8.10 Rectum and anus;;;;namaf_orthopaedic_surgeons_2019
1688;Total mesarectal excision with colo-anal anastomosis and defunctioning enterostomy or colostomy;PROCTOSCOPY WITH REMOVAL OF POLYPS ;44500;;768476;800;T ;73009;8 DIGESTIVE SYSTEM;8.10 Rectum and anus;;;;namaf_orthopaedic_surgeons_2019
1689;Perineal resection of rectum;PROCTOSCOPY WITH REMOVAL OF POLYPS ;14100;;243493;500;T ;45624;8 DIGESTIVE SYSTEM;8.10 Rectum and anus;;;;namaf_orthopaedic_surgeons_2019
1691;Abdominal surgeon.;ABDOMINO-PERINEAL RESECTION OF RECTUM ;36050;;622546;700;T ;63884;8 DIGESTIVE SYSTEM;8.10 Rectum and anus;;;Please note: Items1691 and 1692: Abdominal and/or perineal assistant's fee to be charged additionally.;namaf_orthopaedic_surgeons_2019
1692;Perineal surgeon.;ABDOMINO-PERINEAL RESECTION OF RECTUM ;13960;;241074;0;;0;8 DIGESTIVE SYSTEM;8.10 Rectum and anus;;;Please note: Items1691 and 1692: Abdominal and/or perineal assistant's fee to be charged additionally.;namaf_orthopaedic_surgeons_2019
1693;Local excision of rectal tumour (posterior approach);ABDOMINO-PERINEAL RESECTION OF RECTUM ;20000;;345382;400;T ;36499;8 DIGESTIVE SYSTEM;8.10 Rectum and anus;;;;namaf_orthopaedic_surgeons_2019
1695;Combined abdomino-anal pull-through procedure for Hirschsprung's disease, rectal agenesis or tumour.;ABDOMINO-PERINEAL RESECTION OF RECTUM ;40000;;690764;700;T ;63884;8 DIGESTIVE SYSTEM;8.10 Rectum and anus;;;;namaf_orthopaedic_surgeons_2019
1697;Roscoe Graham Moskovitz;REPAIR OF PROLAPSED RECTUM:  ABDOMINAL ;30000;;518068;600;T ;54749;8 DIGESTIVE SYSTEM;8.10 Rectum and anus;;;;namaf_orthopaedic_surgeons_2019
1699;Ivalon sponge.;REPAIR OF PROLAPSED RECTUM:  ABDOMINAL ;20000;;345382;600;T ;54749;8 DIGESTIVE SYSTEM;8.10 Rectum and anus;;;;namaf_orthopaedic_surgeons_2019
1701;Perineal.;REPAIR OF PROLAPSED RECTUM:  ABDOMINAL ;15000;;259039;400;T ;36499;8 DIGESTIVE SYSTEM;8.10 Rectum and anus;;;;namaf_orthopaedic_surgeons_2019
1703;Thierisch suture.;REPAIR OF PROLAPSED RECTUM:  ABDOMINAL ;3500;;60439;400;T ;36499;8 DIGESTIVE SYSTEM;8.10 Rectum and anus;;;;namaf_orthopaedic_surgeons_2019
1705;Incision and drainage of peri-anal abscess.;REPAIR OF PROLAPSED RECTUM:  ABDOMINAL ;4000;;69081;300;T ;27374;8 DIGESTIVE SYSTEM;8.10 Rectum and anus;;;;namaf_orthopaedic_surgeons_2019
1707;Drainage of submucous abscess.;REPAIR OF PROLAPSED RECTUM:  ABDOMINAL ;4000;;69081;300;T ;27374;8 DIGESTIVE SYSTEM;8.10 Rectum and anus;;;;namaf_orthopaedic_surgeons_2019
1709;Drainage of ischio-rectal abscess.;REPAIR OF PROLAPSED RECTUM:  ABDOMINAL ;8700;;150245;300;T ;27374;8 DIGESTIVE SYSTEM;8.10 Rectum and anus;;;;namaf_orthopaedic_surgeons_2019
1711;Excision of pelvi-rectal fistula;REPAIR OF PROLAPSED RECTUM:  ABDOMINAL ;20000;;345382;500;T ;45624;8 DIGESTIVE SYSTEM;8.10 Rectum and anus;;;;namaf_orthopaedic_surgeons_2019
1713;Excision of fistula-in-ano;REPAIR OF PROLAPSED RECTUM:  ABDOMINAL ;10500;;181327;300;T ;27374;8 DIGESTIVE SYSTEM;8.10 Rectum and anus;;;;namaf_orthopaedic_surgeons_2019
1715;Operation for fissure-in-ano;REPAIR OF PROLAPSED RECTUM:  ABDOMINAL ;5880;;101538;300;T ;27374;8 DIGESTIVE SYSTEM;8.10 Rectum and anus;;;;namaf_orthopaedic_surgeons_2019
1719;Rubber band ligation of haemorrhoids: per haemorrhoid;REPAIR OF PROLAPSED RECTUM:  ABDOMINAL ;1000;;17273;300;T ;27374;8 DIGESTIVE SYSTEM;8.10 Rectum and anus;;;;namaf_orthopaedic_surgeons_2019
1721;Sclerosing injection for haemorroids: per injection;REPAIR OF PROLAPSED RECTUM:  ABDOMINAL ;500;;8631;0;;0;8 DIGESTIVE SYSTEM;8.10 Rectum and anus;;;;namaf_orthopaedic_surgeons_2019
1723;Haemorrhoidectomy.;REPAIR OF PROLAPSED RECTUM:  ABDOMINAL ;10570;;182531;300;T ;27374;8 DIGESTIVE SYSTEM;8.10 Rectum and anus;;;;namaf_orthopaedic_surgeons_2019
1725;Drainage of external thrombosed pile.;REPAIR OF PROLAPSED RECTUM:  ABDOMINAL ;1250;;21588;300;T ;27374;8 DIGESTIVE SYSTEM;8.10 Rectum and anus;;;;namaf_orthopaedic_surgeons_2019
1727;Multiple procedures (haemorrhoids, fissure, etc.).;REPAIR OF PROLAPSED RECTUM:  ABDOMINAL ;9000;;155423;300;T ;27374;8 DIGESTIVE SYSTEM;8.10 Rectum and anus;;;;namaf_orthopaedic_surgeons_2019
1728;Biopsy of ano-rectal wall;REPAIR OF PROLAPSED RECTUM:  ABDOMINAL ;5340;;92214;500;T ;45624;8 DIGESTIVE SYSTEM;8.10 Rectum and anus;;;;namaf_orthopaedic_surgeons_2019
1729;Excision of anal skin tags;REPAIR OF PROLAPSED RECTUM:  ABDOMINAL ;2500;;43177;300;T ;27374;8 DIGESTIVE SYSTEM;8.10 Rectum and anus;;;;namaf_orthopaedic_surgeons_2019
1731;Operation for low imperforate anus.;REPAIR OF PROLAPSED RECTUM:  ABDOMINAL ;10500;;181327;600;T ;54749;8 DIGESTIVE SYSTEM;8.10 Rectum and anus;;;;namaf_orthopaedic_surgeons_2019
1733;Anoplasty: Y-V-plasty.;REPAIR OF PROLAPSED RECTUM:  ABDOMINAL ;4100;;70807;300;T ;27374;8 DIGESTIVE SYSTEM;8.10 Rectum and anus;;;;namaf_orthopaedic_surgeons_2019
1735;Anal sphincteroplasty for incontinence.;REPAIR OF PROLAPSED RECTUM:  ABDOMINAL ;12000;;207231;300;T ;27374;8 DIGESTIVE SYSTEM;8.10 Rectum and anus;;;;namaf_orthopaedic_surgeons_2019
1737;Dilation of ano-rectal stricture.;REPAIR OF PROLAPSED RECTUM:  ABDOMINAL ;1250;;21588;300;T ;27374;8 DIGESTIVE SYSTEM;8.10 Rectum and anus;;;;namaf_orthopaedic_surgeons_2019
1739;Closure of recto-vesical fistula;REPAIR OF PROLAPSED RECTUM:  ABDOMINAL ;24100;;416189;500;T ;45624;8 DIGESTIVE SYSTEM;8.10 Rectum and anus;;;;namaf_orthopaedic_surgeons_2019
1741;Closure of recto-urethral fistula;REPAIR OF PROLAPSED RECTUM:  ABDOMINAL ;24100;;416189;500;T ;45624;8 DIGESTIVE SYSTEM;8.10 Rectum and anus;;;;namaf_orthopaedic_surgeons_2019
